x1,x2,x3,y
0.041614175,0.16351655,0.75615156,-0.89480495
0.4939908,0.30202943,0.94775116,-1.5320271
0.32986122,0.01101668,0.23893477,-0.8685594
0.14452419,0.9501439,0.56729096,-2.855525
0.103402965,0.12381909,0.040725805,-0.17342944
0.5876446,0.38314888,0.10075869,-0.18591668
0.17059296,0.87952757,0.36658692,-1.0287545
0.9251201,0.10656797,0.68250185,-0.42160282
0.5810611,0.48360425,0.8316936,-3.5592506
0.3468698,0.8447836,0.2564042,-0.17907391
0.5909155,0.5569626,0.7490772,-2.8737214
0.022803871,0.2103436,0.22429116,-0.6067562
0.9585592,0.7355095,0.006055606,-0.0010258043
0.48230344,0.68134105,0.054413024,-0.010973677
0.7827352,0.3621859,0.5855586,-0.6083484
0.08273,0.046295162,0.49714756,-0.18500382
0.48665833,0.007864689,0.27042523,-0.85145605
0.49070698,0.8253929,0.0065478585,-0.0010535785
0.93782645,0.32155737,0.56801033,-0.4167349
0.57172805,0.1377699,0.8176066,-0.80670244
0.4734894,0.51855123,0.06854488,-0.05946884
0.26697567,0.9208333,0.73647445,-1.5791904
0.331569,0.008480865,0.6345426,-0.15248811
0.5206724,0.05614354,0.47935477,-0.25862622
0.43891147,0.41704494,0.048341356,-0.09518205
0.02161208,0.6759659,0.9235714,-2.9810543
0.8262919,0.47610044,0.47744098,-0.25038168
0.8961608,0.89754844,0.39960697,-0.22895347
0.14024909,0.044084556,0.8614754,-0.34749413
0.55403614,0.34014088,0.84557825,-2.49763
0.10857574,0.3513479,0.72726095,-1.9983076
0.6722401,0.34012723,0.82936,-2.46972
0.2812338,0.48768592,0.12432848,-0.1363397
0.65942264,0.79057705,0.7609156,-1.8063362
0.72699463,0.31788263,0.32803407,-0.41862014
0.7686475,0.74448323,0.8674948,-2.569818
0.107740946,0.14646547,0.37023148,-0.5969884
0.91601187,0.56072485,0.05430395,-0.014670151
0.23021398,0.37508804,0.41438022,-0.41126215
0.037412558,0.5392108,0.75677705,-3.1585238
0.5548525,0.10774975,0.50093204,-0.22979714
0.3709223,0.95346284,0.7636339,-1.1592453
0.82978976,0.9062141,0.035273742,-0.00039813167
0.8082515,0.8263963,0.1771642,-0.012280276
0.31713888,0.8927828,0.56360793,-2.6980395
0.9528994,0.14668787,0.38531375,-0.24059594
0.29091784,0.5037218,0.6801757,-2.133521
0.51505715,0.31790915,0.9625542,-1.5019598
0.25596508,0.88738596,0.659862,-2.346178
0.93604356,0.18943769,0.4173629,-0.20041953
0.16460782,0.21994536,0.542364,-0.30936778
0.04491062,0.6867145,0.9128265,-3.0204878
0.43509707,0.08889966,0.67298925,-0.36542207
0.99237555,0.73236716,0.8031795,-2.3013082
0.89167726,0.2681273,0.3015184,-0.34109125
0.748608,0.66093534,0.74432117,-2.359682
0.8907925,0.8730378,0.13943137,-0.0036088217
0.8934466,0.6096114,0.7497756,-2.5366004
0.5188584,0.21268374,0.8815586,-1.2285236
0.31592906,0.049165525,0.9002325,-0.31481808
0.7720124,0.044613972,0.11659006,-0.29484922
0.66166127,0.08881188,0.829882,-0.54097867
0.37365773,0.5798179,0.10993652,-0.05857875
0.09446667,0.34821784,0.47839695,-0.3762781
0.74678963,0.24310698,0.6825215,-0.9652783
0.26246053,0.21930656,0.48424911,-0.3149691
0.9368132,0.9485815,0.3399096,-0.091547236
0.24097058,0.11881658,0.68382114,-0.48429233
0.122757934,0.3048144,0.6608788,-1.1305649
0.8311127,0.47147727,0.58289266,-0.7022747
0.15328431,0.00044952607,0.5284287,-0.13378042
0.17926832,0.9209532,0.7057399,-1.8874694
0.5993828,0.09909859,0.40303707,-0.49698648
0.874562,0.6824706,0.06876825,-0.006117789
0.19643466,0.6288655,0.5374545,-1.8332483
0.3103237,0.80906385,0.72345555,-2.1356096
0.77740484,0.65138775,0.2991599,-0.102236636
0.97182643,0.7693874,0.14075114,-0.0046382733
0.5007412,0.4212486,0.9118412,-2.873541
0.1438975,0.4887045,0.8637497,-3.6905913
0.013936288,0.7016621,0.6184342,-2.492083
0.22965603,0.5684267,0.78660715,-3.4859066
0.13182221,0.51153857,0.9688053,-2.5784066
0.6776587,0.2055584,0.569259,-0.31306404
0.121832505,0.25810826,0.24418168,-0.6753806
0.50632995,0.35849723,0.638812,-1.1067983
0.69426244,0.0092843855,0.9145937,-0.19219914
0.5811166,0.41736344,0.6901482,-1.840702
0.19977565,0.0027684758,0.026240392,-0.14091659
0.80412453,0.56501544,0.9171326,-3.2658017
0.71540713,0.7040288,0.7536753,-2.2582397
0.738984,0.56214863,0.401831,-0.24184498
0.13105775,0.69351995,0.9874919,-1.9796546
0.1237538,1.31685565e-05,0.72167933,-0.21897331
0.92756253,0.059441973,0.82544106,-0.41095683
0.39757818,0.6984624,0.94316655,-2.5608494
0.30094868,0.80290014,0.039578464,-0.0027766663
0.48858404,0.71770155,0.77441984,-2.5882878
0.6628642,0.66301227,0.38634643,-0.3621467
0.95562327,0.7073827,0.869075,-2.7996535
0.2864462,0.7395899,0.8788959,-2.7793703
0.92480844,0.7243775,0.82861847,-2.5769196
0.024859492,0.7380085,0.7792006,-2.6836543
0.555198,0.07401971,0.79428285,-0.4878648
0.6339751,0.06327155,0.2965525,-0.7674443
0.105897404,0.36111996,0.4065282,-0.38311523
0.1403396,0.5275967,0.11505489,-0.081774
0.41911432,0.7626191,0.8305915,-2.54272
0.9662319,0.33470783,0.64600646,-0.98474705
0.5960426,0.27511707,0.61271673,-0.64222115
0.9330232,0.7814483,0.24607804,-0.02531061
0.8043609,0.24933685,0.6150361,-0.5615509
0.4673816,0.8208414,0.45455173,-1.4890687
0.78476346,0.17713355,0.9952688,-0.4707592
0.017836783,0.35947353,0.8630683,-2.6908345
0.109143995,0.4010756,0.52598286,-0.6027495
0.8294286,0.29951045,0.8084556,-2.0227227
0.79681706,0.0033569138,0.164505,-0.3695471
0.23264074,0.23550926,0.1014005,-0.36004156
0.5307696,0.33765355,0.6306508,-0.96203107
0.6060158,0.3136249,0.72678584,-1.7064459
0.86773896,0.7855555,0.053056438,-0.0016298398
0.60310715,0.047367763,0.20096335,-0.7082209
0.41257158,0.3889487,0.537268,-0.55472946
0.37418404,0.037515454,0.0628166,-0.26776117
0.4258821,0.93064755,0.42405283,-1.2911986
0.65193105,0.7902094,0.48207977,-1.0265424
0.86749065,0.9821616,0.92180973,-0.56611395
0.45389688,0.91016054,0.3156765,-0.37508547
0.24783957,0.31581277,0.16866848,-0.48284802
0.23666236,0.6915834,0.007508259,-0.0048719207
0.7460143,0.30655408,0.12160811,-0.24118344
0.8165688,0.8882112,0.750866,-0.9786786
0.10527808,0.41075286,0.44492188,-0.43032563
0.06655886,0.37588754,0.19872504,-0.3433715
0.59443367,0.91406876,0.9330277,-0.95247567
0.14617324,0.8367403,0.7875383,-1.9780135
0.8246642,0.96641356,0.11436469,-0.001957713
0.31033468,0.06648809,0.26895735,-0.965193
0.14387193,0.24333888,0.84944147,-1.5937548
0.9209705,0.30085775,0.6924317,-1.280465
0.16553172,0.42435205,0.9455452,-2.5257068
0.2847201,0.47313005,0.076249436,-0.092704706
0.15361339,0.29147243,0.77541125,-1.9127443
0.115490064,0.7904504,0.07641142,-0.0058941296
0.021148017,0.22324415,0.33666193,-0.55031216
0.05539541,0.6965173,0.75066876,-2.790147
0.17464148,0.8517683,0.71101,-2.1493382
0.05338193,0.60369825,0.002117823,-0.008571888
0.5911438,0.35415894,0.20194294,-0.4346933
0.68071455,0.18789124,0.7785737,-1.0892779
0.39363045,0.13434619,0.12614751,-0.54744714
0.3179911,0.7441747,0.3263789,-0.48491493
0.50452626,0.469132,0.18388951,-0.22821315
0.87500495,0.04631955,0.11145454,-0.2128835
0.8511316,0.9838395,0.83662575,-0.61215365
0.04347506,0.6713032,0.061341744,-0.010768248
0.18149841,0.84418255,0.53604996,-2.9699101
0.23674487,0.43818867,0.6926705,-2.068383
0.24938758,0.9554386,0.05759022,-0.001820526
0.5712327,0.19952501,0.6334268,-0.5462062
0.41626242,0.18513612,0.33406553,-0.8357843
0.04925412,0.8903347,0.8335452,-1.4878285
0.37361413,0.8917171,0.79765964,-1.4496441
0.5237529,0.49901947,0.793905,-3.390092
0.101671904,0.12578635,0.3986635,-0.49250886
0.83345854,0.30521646,0.8225482,-2.0968807
0.051961865,0.75415236,0.629982,-2.6925278
0.9248419,0.8459919,0.37868357,-0.16316092
0.099113144,0.34765476,0.080669954,-0.16630253
0.84357494,0.06123368,0.066818915,-0.14766292
0.90265316,0.66572666,0.25140163,-0.039594844
0.9795707,0.73949707,0.29958466,-0.043683928
0.80202585,0.4240147,0.92752826,-2.6254315
0.77947754,0.58309764,0.9999381,-1.975973
0.6424833,0.9873715,0.14367385,-0.0073178206
0.77899635,0.2449986,0.9427682,-1.1167568
0.13455221,0.5729777,0.70654,-2.6224365
0.536068,0.6109604,0.49860817,-0.93077934
0.51422286,0.5491072,0.95468664,-2.834146
0.85757214,0.86912954,0.7136932,-0.9011137
0.46279937,0.6050075,0.5936545,-1.5295223
0.3850895,0.50789005,0.20952676,-0.2138176
0.63956326,0.123015024,0.24444395,-0.79025376
0.2664633,0.7032092,0.91150177,-2.895383
0.1397684,0.13210736,0.21503878,-0.7856835
0.47787726,0.026569894,0.032306015,-0.16964164
0.41688937,0.48853117,0.2662271,-0.29246283
0.23256995,0.5724453,0.4805557,-1.1081592
0.3675118,0.9990541,0.38196477,-0.85706586
0.36639246,0.71232677,0.935803,-2.5586789
0.32749557,0.8485903,0.41857404,-1.4905272
0.3794641,0.34638804,0.8890527,-2.427527
0.68574333,0.5089147,0.5946629,-0.95163727
0.29687646,0.974269,0.5241247,-2.3885443
0.9488579,0.41738856,0.16019563,-0.105250046
0.91634804,0.80729043,0.27103192,-0.03995672
0.48091042,0.5259891,0.86716676,-3.7418919
0.3283612,0.22396185,0.77995723,-1.3779297
0.5354348,0.58041865,0.44742337,-0.60962075
0.8485605,0.21806203,0.90902215,-1.1125561
0.65258735,0.00302699,0.8191787,-0.25180566
0.8043918,0.23589602,0.11208434,-0.23860772
0.5327223,0.19314383,0.6059305,-0.42079014
0.63291764,0.37092116,0.7988432,-2.6541102
0.28815562,0.8885969,0.8083441,-1.5084236
0.73489314,0.3878531,0.091341175,-0.12704599
0.20240459,0.8451876,0.22461116,-0.11470287
0.6947981,0.55561304,0.41303933,-0.29264346
0.8607191,0.0076147043,0.25163108,-0.4263271
0.13210283,0.1887367,0.10893815,-0.37838426
0.61437976,0.93127805,0.62880045,-1.2990654
0.095095746,0.6041734,0.50747347,-1.5167193
0.72571564,0.92954683,0.15498975,-0.008332727
0.08449322,0.31012002,0.586382,-0.62722105
0.93593985,0.7165624,0.062014952,-0.0031645463
0.13740793,0.77202517,0.38304105,-1.1280364
0.95888025,0.9756996,0.79251796,-0.55892557
0.8008842,0.018176483,0.89004964,-0.23570985
0.593682,0.9522372,0.24523464,-0.07956172
0.7826241,0.3915902,0.8595088,-2.878327
0.7951148,0.8379924,0.8917578,-1.6430387
0.94602704,0.5447129,0.60688233,-0.8475315
0.25338337,0.5646495,0.9821779,-2.4038436
0.5900759,0.3593779,0.24617583,-0.47982067
0.095049195,0.8284726,0.068974234,-0.0040331185
0.6161657,0.26401356,0.84344316,-1.7594577
0.1712913,0.49224138,0.49093065,-0.7937283
0.5649506,0.5601745,0.34645388,-0.2718607
0.5724305,0.7425211,0.05523283,-0.005325728
0.46598515,0.47163534,0.06462448,-0.080902986
0.52263176,0.6802829,0.09071645,-0.017250612
0.7639234,0.4852941,0.18364252,-0.13372299
0.7992447,0.65932065,0.9704009,-2.2773292
0.49215323,0.6741435,0.28140414,-0.18124206
0.59959346,0.70944154,0.8170473,-2.846537
0.9312362,0.82329977,0.01941378,-0.00048893195
0.11973359,0.54072255,0.32181507,-0.32315153
0.11710357,0.19327816,0.9061924,-1.0026375
0.08770901,0.6796408,0.18504079,-0.061329808
0.65786326,0.077118084,0.28402352,-0.7601457
0.4186083,0.21895503,0.8265149,-1.3953253
0.77432144,0.79215753,0.121391684,-0.006045105
0.6712314,0.43507016,0.05318319,-0.06994895
0.33363774,0.49804416,0.9659768,-2.5691433
0.8983666,0.9873969,0.40479177,-0.2083195
0.7625322,0.23517248,0.65787125,-0.7749892
0.27053493,0.019552749,0.1271159,-0.4899179
0.364192,0.11137261,0.2201774,-0.93547994
0.31443998,0.24450186,0.45998076,-0.36335814
0.15761165,0.72592,0.6751532,-2.5480256
0.14778337,0.77582204,0.2932479,-0.3607636
0.9361275,0.56548893,0.8846338,-3.470349
0.43790403,0.2550464,0.781144,-1.6241763
0.38331982,0.52174187,0.5515579,-1.0731919
0.7296857,0.014957556,0.45921117,-0.21359998
0.55299306,0.68180096,0.61954254,-1.6375844
0.93614,0.61429757,0.73166317,-2.2387462
0.7803015,0.02179654,0.1349503,-0.32501823
0.47936955,0.81701165,0.85264134,-2.0150955
0.37635946,0.76342654,0.48940277,-1.9430104
0.9866316,0.30822375,0.935344,-1.5930054
0.71776026,0.63537663,0.9555424,-2.62731
0.95119464,0.60149294,0.030716822,-0.0064951903
0.118478574,0.14318028,0.38448098,-0.55617833
0.85053366,0.1932593,0.5262234,-0.19426252
0.6370739,0.68320614,0.5395955,-1.0938888
0.12192168,0.93355167,0.82239336,-1.1950415
0.588258,0.57628435,0.14110398,-0.06880622
0.6860964,0.56781316,0.6224827,-1.2548583
0.0123026855,0.64668167,0.942597,-2.8982437
0.45431796,0.4405783,0.99669117,-1.8066055
0.8253995,0.054172043,0.010085541,-0.07069178
0.29535902,0.39650384,0.97256726,-1.947349
0.45854807,0.9002522,0.122210026,-0.00867257
0.44231412,0.8049468,0.5369505,-2.129006
0.3019274,0.9274236,0.24636981,-0.15179978
0.9184419,0.15283158,0.606391,-0.30942905
0.78129405,0.5059578,0.03702659,-0.027012289
0.11058841,0.5847282,0.23833267,-0.15447152
0.99703467,0.20992552,0.30057564,-0.27280378
0.87920004,0.20097023,0.91560715,-0.960521
0.28390843,0.7820329,0.58362955,-2.6916745
0.8368966,0.67185193,0.7082097,-1.7928364
0.10641953,0.64718753,0.6760152,-2.47968
0.99910474,0.26698747,0.39228833,-0.16589409
0.66568476,0.5067694,0.014021069,-0.02457574
0.650125,0.023069954,0.107020766,-0.33414933
0.09044073,0.12994605,0.45880848,-0.29808378
0.8970334,0.5182509,0.9412948,-2.8519647
0.028999504,0.30967227,0.24875781,-0.4903912
0.24082805,0.96566975,0.6983187,-1.685829
0.14302188,0.47148472,0.82659584,-3.5806003
0.77676797,0.083564155,0.9067853,-0.4050448
0.19820423,0.017842347,0.29348642,-0.81398815
0.9106382,0.7252579,0.9312832,-2.3373535
0.656269,0.17150673,0.6079823,-0.3724601
0.03616271,0.18781237,0.50840676,-0.23541842
0.005429834,0.42380723,0.7783926,-2.9600806
0.05165792,0.2640606,0.23871261,-0.58490753
0.6059252,0.6165771,0.8125802,-3.4127872
0.8014818,0.4856925,0.6499627,-1.3761246
0.23855282,0.111450605,0.7993661,-0.6664554
0.84940886,0.78474087,0.8557222,-2.1469014
0.05723194,0.42585886,0.6173474,-1.2368009
0.8009639,0.6108343,0.036735106,-0.010231298
0.9277954,0.0039423327,0.29774767,-0.3354833
0.7721084,0.62640005,0.87801975,-3.4259946
0.6981208,0.28284985,0.6269565,-0.73708224
0.8379802,0.49437073,0.8900564,-3.3764298
0.040151298,0.2977206,0.3845285,-0.40057743
0.2017821,0.99626076,0.5047275,-2.3419461
0.124923676,0.23084232,0.86259246,-1.4540532
0.50453097,0.9128596,0.7620314,-1.2317502
0.7451881,0.9179666,0.37750113,-0.3424086
0.63001186,0.42100066,0.022630285,-0.053721387
0.8511311,0.30400312,0.88033956,-1.9726766
0.155213,0.38103554,0.78635687,-2.730061
0.7346211,0.9893391,0.44916084,-0.58372676
0.19304149,0.6187962,0.5462405,-1.810937
0.27075875,0.54478025,0.20431201,-0.16211595
0.7099047,0.035917882,0.4121011,-0.35739735
0.98020476,0.84784305,0.16319543,-0.004210025
0.6115436,0.08380546,0.21056958,-0.75271225
0.054500315,0.046972368,0.8463695,-0.3696045
0.616309,0.2748581,0.3624724,-0.5123558
0.042350553,0.4757886,0.8147233,-3.53931
0.88414574,0.89528894,0.47389987,-0.41898942
0.7095783,0.7900788,0.070777774,-0.0032321336
0.17312784,0.19763215,0.36152717,-0.6537604
0.091721006,0.37207952,0.15827346,-0.29222465
0.18353322,0.78024024,0.6935764,-2.4496095
0.9800272,0.52709246,0.91139406,-3.2049432
0.45856065,0.17449194,0.7630756,-0.98149097
0.7840809,0.3960552,0.7784376,-2.6494088
0.6364083,0.6259358,0.86186653,-3.533268
0.57241315,0.97322565,0.7766647,-0.81886125
0.14513026,0.66181207,0.56857324,-2.233666
0.9460245,0.016195163,0.7142763,-0.23893026
0.30134264,0.70500827,0.41595477,-1.1658419
0.57801723,0.2508648,0.07078797,-0.23020792
0.69977593,0.8621589,0.7055798,-1.1640188
0.64923316,0.3838899,0.721661,-2.0497162
0.94059443,0.19961503,0.22372259,-0.33116728
0.14843899,0.46794719,0.9539416,-2.6588228
0.50835276,0.25519797,0.05251143,-0.19529507
0.40403438,0.23582149,0.73595905,-1.2794946
0.47416872,0.5732618,0.9684784,-2.6129794
0.11921753,0.76734626,0.30914977,-0.45126167
0.13409461,0.8349544,0.9124654,-1.7295849
0.27807555,0.39766988,0.8264363,-3.0578735
0.3047046,0.06680376,0.74410945,-0.42583206
0.4279032,0.483975,0.95379156,-2.702308
0.61098754,0.43378147,0.6540571,-1.4475523
0.63462913,0.19697894,0.49488065,-0.24859099
0.4118109,0.8961449,0.675681,-1.8347661
0.4087831,0.9741483,0.41182378,-1.1236767
0.21762852,0.051747188,0.3248872,-0.81122607
0.58830625,0.7957464,0.082245626,-0.0048452215
0.31704092,0.64571655,0.37800857,-0.6645835
0.036059834,0.26143625,0.80319506,-1.7443793
0.41840005,0.6351561,0.94543576,-2.868063
0.4741327,0.12864318,0.9751517,-0.393915
0.22559287,0.06940651,0.20652588,-0.8229091
0.5724579,0.9934891,0.57143176,-1.3885968
0.5657719,0.6363699,0.57574815,-1.3082701
0.70200217,0.2532226,0.17604755,-0.4641379
0.6479485,0.45003396,0.5816282,-0.78762525
0.65243304,0.9500882,0.36276284,-0.38736072
0.31621414,0.43872505,0.9424064,-2.652231
0.7874322,0.9004445,0.2552022,-0.05208559
0.5491444,0.8688092,0.8349612,-1.511575
0.43141818,0.34415632,0.89685565,-2.3464355
0.6260125,0.696009,0.73587227,-2.234247
0.36065733,0.6604985,0.21467727,-0.09719394
0.51273924,0.77121186,0.26036906,-0.13639878
0.73670566,0.36592916,0.97111785,-1.6977353
0.8864029,0.052236497,0.07582907,-0.14295861
0.9210572,0.17103924,0.117085904,-0.19775778
0.5036329,0.61655366,0.97856975,-2.369657
0.5202751,0.7751002,0.77689475,-2.1588557
0.79987043,0.7560486,0.74638385,-1.7725482
0.31445068,0.5836816,0.16020776,-0.09032387
0.8373824,0.08475815,0.48893884,-0.15251067
0.49414164,0.017288627,0.8407626,-0.2819014
0.11585672,0.78214175,0.3288707,-0.60752857
0.07205915,0.5493764,0.19276513,-0.12079906
0.8419932,0.7827121,0.010945317,-0.0009237782
0.055567916,0.16278847,0.6225425,-0.408553
0.28061143,0.40742317,0.2938103,-0.45313683
0.33413005,0.9191693,0.86367244,-1.17124
0.17299445,0.17159799,0.28351808,-0.8609642
0.31389338,0.061526902,0.15157582,-0.6430277
0.7426926,0.65346736,0.9604475,-2.472349
0.014682843,0.59453636,0.964777,-2.7027931
0.8271734,0.9520305,0.68502384,-0.6185005
0.856548,0.9064684,0.9283857,-0.9735106
0.37226158,0.7494304,0.16183358,-0.033516616
0.1536129,0.019157238,0.46034086,-0.2718889
0.6008404,0.48038697,0.20415889,-0.2094144
0.11967256,0.89610195,0.47878325,-2.5256667
0.36491936,0.4336511,0.791178,-3.1224675
0.95842916,0.96214575,0.84492785,-0.7007925
0.99546444,0.652488,0.0041643945,-0.0022127514
0.7721049,0.10945713,0.3895034,-0.3977713
0.3109615,0.5092721,0.9940687,-2.1106763
0.68766505,0.69561714,0.58931494,-1.1630409
0.70540637,0.06536897,0.29619592,-0.67654485
0.3878417,0.34464952,0.38899425,-0.45805687
0.64088863,0.71708107,0.32256374,-0.22086053
0.010727645,0.15707137,0.44759843,-0.2886
0.20905766,0.3483399,0.44448665,-0.3870717
0.5250883,0.68991035,0.5068633,-1.3015751
0.1637513,0.7755409,0.464506,-2.1491492
0.16590686,0.5185118,0.5161137,-1.035707
0.8363043,0.9568575,0.02798895,-0.0002195758
0.989133,0.9253309,0.054426897,-0.00027455352
0.5559694,0.47343704,0.37114397,-0.31292334
0.8390697,0.16027442,0.8849416,-0.82074
0.99032164,0.7729316,0.7908323,-1.8719635
0.14159589,0.24313958,0.110153645,-0.34835622
0.4482456,0.8428213,0.49483097,-1.9246788
0.3925727,0.5871443,0.60458726,-1.652017
0.080049284,0.394093,0.48118925,-0.45374814
0.75533015,0.5563834,0.6975666,-2.033759
0.43377903,0.5328088,0.99726313,-2.0821626
0.46932694,0.92473286,0.09647413,-0.0042310623
0.15067297,0.21436305,0.51553404,-0.27918017
0.18092665,0.92815846,0.5123715,-2.7395406
0.9071036,0.031341042,0.5623788,-0.10118222
0.04464909,0.7692033,0.16696745,-0.03691142
0.23285228,0.91966814,0.6383578,-2.4706275
0.29205933,0.39405218,0.044340923,-0.10274143
0.49019754,0.07306719,0.7411235,-0.442968
0.58644515,0.80466753,0.66315955,-1.5984082
0.49328998,0.8428649,0.33042368,-0.42708796
0.084115334,0.3362574,0.98898935,-1.3610767
0.24366745,0.5185933,0.8287784,-3.7603688
