x1,x2,x3,x4,x5,x6,y
0.584098,0.07391263,0.8555893,0.9653672,0.42971638,0.75569564,-0.076337874
0.6498466,0.22448649,0.33451107,0.89175,0.042207524,0.14696833,-0.012756602
0.08444432,0.09045841,0.9608674,0.9888809,0.7515138,0.37876624,-0.0018439771
0.4158074,0.12669943,0.684528,0.8306642,0.35234708,0.9407376,-0.27600795
0.041614175,0.16351655,0.75615156,0.93218106,0.47663635,0.22628237,-0.012013117
0.4939908,0.30202943,0.94775116,0.19763114,0.8475941,0.70170164,-0.025512388
0.32986122,0.01101668,0.23893477,0.25688386,0.5771085,0.9195538,-0.48207334
0.14452419,0.9501439,0.56729096,0.8620661,0.8514366,0.7849547,-0.009733469
0.103402965,0.12381909,0.040725805,0.47946373,0.13707939,0.94798905,-0.5477237
0.5876446,0.38314888,0.10075869,0.7169724,0.28181756,0.94374835,-0.12911274
0.17059296,0.87952757,0.36658692,0.5619091,0.22793241,0.11363629,-1.1658332
0.9251201,0.10656797,0.68250185,0.30563873,0.8863343,0.6016627,-0.0030858961
0.5810611,0.48360425,0.8316936,0.28483486,0.7815572,0.426895,-0.05613582
0.3468698,0.8447836,0.2564042,0.7481796,0.83410084,0.68273824,-0.011470154
0.5909155,0.5569626,0.7490772,0.53209513,0.56868356,0.7425492,-0.21139725
0.022803871,0.2103436,0.22429116,0.35938567,0.22074892,0.24523744,-0.5382693
0.9585592,0.7355095,0.006055606,0.6170397,0.37699836,0.7998678,-0.040294833
0.48230344,0.68134105,0.054413024,0.41993758,0.5503009,0.4092027,-0.36781615
0.7827352,0.3621859,0.5855586,0.47507486,0.018978577,0.6567385,-0.24395029
0.08273,0.046295162,0.49714756,0.6779097,0.63964224,0.42770627,-0.19701587
0.48665833,0.007864689,0.27042523,0.4579652,0.8548695,0.34611592,-0.025958143
0.49070698,0.8253929,0.0065478585,0.9499406,0.3256353,0.6938969,-0.006501391
0.93782645,0.32155737,0.56801033,0.48519263,0.67978954,0.541907,-0.032894943
0.57172805,0.1377699,0.8176066,0.9618228,0.48356327,0.852924,-0.13090785
0.4734894,0.51855123,0.06854488,0.84768814,0.003977492,0.7860088,-0.011610449
0.26697567,0.9208333,0.73647445,0.8909274,0.2839922,0.868333,-0.05335311
0.331569,0.008480865,0.6345426,0.7632753,0.5278602,0.7657718,-0.1635636
0.5206724,0.05614354,0.47935477,0.6045256,0.7249085,0.91684115,-0.049256433
0.43891147,0.41704494,0.048341356,0.53266764,0.40203378,0.15666685,-0.53169334
0.02161208,0.6759659,0.9235714,0.5516551,0.1862454,0.6404816,-0.30870125
0.8262919,0.47610044,0.47744098,0.20145474,0.061049722,0.08240881,-0.025796354
0.8961608,0.89754844,0.39960697,0.21439487,0.7146921,0.49964732,-0.0058538457
0.14024909,0.044084556,0.8614754,0.03416183,0.36504135,0.8613454,-0.8621542
0.55403614,0.34014088,0.84557825,0.7455603,0.6471042,0.72559756,-0.06142593
0.10857574,0.3513479,0.72726095,0.124863505,0.22175184,0.58292866,-1.6089641
0.6722401,0.34012723,0.82936,0.58214915,0.7546855,0.6939859,-0.027627269
0.2812338,0.48768592,0.12432848,0.13792309,0.34438616,0.17328908,-0.28599322
0.65942264,0.79057705,0.7609156,0.06654673,0.052368682,0.93080235,-0.27793974
0.72699463,0.31788263,0.32803407,0.53359437,0.5102335,0.21247227,-0.095466696
0.7686475,0.74448323,0.8674948,0.87309587,0.7314466,0.16697118,-0.0902709
0.107740946,0.14646547,0.37023148,0.35601443,0.93249714,0.14000323,-0.07628065
0.91601187,0.56072485,0.05430395,0.9192275,0.9708578,0.9362186,-2.4259843e-06
0.23021398,0.37508804,0.41438022,0.010307138,0.45641962,0.46085677,-0.9474669
0.037412558,0.5392108,0.75677705,0.465739,0.6118733,0.5330652,-0.29409352
0.5548525,0.10774975,0.50093204,0.14676444,0.55722094,0.379025,-0.3957037
0.3709223,0.95346284,0.7636339,0.3157805,0.53354156,0.027278671,-1.5202891
0.82978976,0.9062141,0.035273742,0.023731729,0.11453912,0.066662565,-0.008563419
0.8082515,0.8263963,0.1771642,0.035347488,0.67086506,0.015759736,-0.0104733305
0.31713888,0.8927828,0.56360793,0.7128137,0.9652702,0.5389963,-0.08905434
0.9528994,0.14668787,0.38531375,0.65454006,0.12680289,0.19348364,-0.016627623
0.29091784,0.5037218,0.6801757,0.20833544,0.3118545,0.402121,-1.0676719
0.51505715,0.31790915,0.9625542,0.901149,0.07704992,0.46032467,-0.027369047
0.25596508,0.88738596,0.659862,0.68797696,0.4027829,0.5325782,-0.1415136
0.93604356,0.18943769,0.4173629,0.3361731,0.4816721,0.8928058,-0.26700136
0.16460782,0.21994536,0.542364,0.40765318,0.3580181,0.043234088,-0.16493627
0.04491062,0.6867145,0.9128265,0.2925558,0.47658214,0.494229,-0.30942327
0.43509707,0.08889966,0.67298925,0.83059824,0.8029669,0.13186416,-0.014646918
0.99237555,0.73236716,0.8031795,0.49395993,0.21392359,0.92651856,-0.38578552
0.89167726,0.2681273,0.3015184,0.1353076,0.7579717,0.91745675,-0.011844603
0.748608,0.66093534,0.74432117,0.20171374,0.793288,0.13993801,-0.061233915
0.8907925,0.8730378,0.13943137,0.29657906,0.5811331,0.11735922,-0.02617901
0.8934466,0.6096114,0.7497756,0.40315318,0.31532118,0.10986966,-0.04282645
0.5188584,0.21268374,0.8815586,0.5926399,0.93650085,0.09808352,-0.064144254
0.31592906,0.049165525,0.9002325,0.964165,0.36390355,0.15809724,-0.004668231
0.7720124,0.044613972,0.11659006,0.26192865,0.049921185,0.1556889,-0.046233088
0.66166127,0.08881188,0.829882,0.32840356,0.13608785,0.16350101,-0.09875657
0.37365773,0.5798179,0.10993652,0.023952,0.89159,0.14857592,-0.05885798
0.09446667,0.34821784,0.47839695,0.37255195,0.14997648,0.3779143,-0.9373108
0.74678963,0.24310698,0.6825215,0.67507744,0.44739413,0.25389513,-0.053962987
0.26246053,0.21930656,0.48424911,0.9630612,0.69197154,0.41707882,-0.028123632
0.9368132,0.9485815,0.3399096,0.74018955,0.5736447,0.89374435,-0.0019469224
0.24097058,0.11881658,0.68382114,0.117996514,0.6533717,0.3519657,-0.4982246
0.122757934,0.3048144,0.6608788,0.8900386,0.34881467,0.28647378,-0.04495197
0.8311127,0.47147727,0.58289266,0.83867913,0.66223615,0.91435444,-0.030806497
0.15328431,0.00044952607,0.5284287,0.18902244,0.009085575,0.32160762,-0.35316303
0.17926832,0.9209532,0.7057399,0.93434286,0.26325023,0.12200548,-0.33026037
0.5993828,0.09909859,0.40303707,0.71409905,0.12359984,0.618985,-0.1910476
0.874562,0.6824706,0.06876825,0.78281736,0.455263,0.28179482,-0.01975882
0.19643466,0.6288655,0.5374545,0.45913967,0.14582308,0.51995903,-0.65789205
0.3103237,0.80906385,0.72345555,0.2006837,0.5473711,0.76798683,-0.25524256
0.77740484,0.65138775,0.2991599,0.7991052,0.18066505,0.56556916,-0.029226163
0.97182643,0.7693874,0.14075114,0.47744274,0.41426468,0.8087671,-0.06735579
0.5007412,0.4212486,0.9118412,0.96743035,0.074221514,0.34470183,-0.033176154
0.1438975,0.4887045,0.8637497,0.15333451,0.43998027,0.16867726,-0.17024197
0.013936288,0.7016621,0.6184342,0.3554035,0.8079833,0.39466718,-0.19507942
0.22965603,0.5684267,0.78660715,0.73554707,0.31690127,0.41192782,-0.21085985
0.13182221,0.51153857,0.9688053,0.5722816,0.7063167,0.71596825,-0.052073922
0.6776587,0.2055584,0.569259,0.43327507,0.42598608,0.6868393,-0.9997503
0.121832505,0.25810826,0.24418168,0.70161057,0.23421183,0.30937058,-0.18494636
0.50632995,0.35849723,0.638812,0.73335105,0.3034786,0.9293256,-0.5597616
0.69426244,0.0092843855,0.9145937,0.577299,0.30257827,0.27558842,-0.113723256
0.5811166,0.41736344,0.6901482,0.3191034,0.7423789,0.99646384,-0.06784516
0.19977565,0.0027684758,0.026240392,0.61875945,0.20093596,0.032701034,-0.029618895
0.80412453,0.56501544,0.9171326,0.5452425,0.9777715,0.6737406,-0.0010337564
0.71540713,0.7040288,0.7536753,0.797656,0.68748426,0.62021106,-0.009433063
0.738984,0.56214863,0.401831,0.6534578,0.40115443,0.5849291,-0.16863264
0.13105775,0.69351995,0.9874919,0.49677175,0.998004,0.77913815,-0.0065237884
0.1237538,1.31685565e-05,0.72167933,0.018704705,0.21617155,0.5908761,-1.1831323
0.92756253,0.059441973,0.82544106,0.16694032,0.7629112,0.6099174,-0.0128845675
0.39757818,0.6984624,0.94316655,0.33659428,0.2709369,0.8773582,-0.62987155
0.30094868,0.80290014,0.039578464,0.6013786,0.54356444,0.18674299,-1.7613364
0.48858404,0.71770155,0.77441984,0.79235876,0.05442137,0.53115755,-0.08316146
0.6628642,0.66301227,0.38634643,0.95995414,0.84645915,0.71210116,-0.0010491747
0.95562327,0.7073827,0.869075,0.5998054,0.3661519,0.3078773,-0.022446804
0.2864462,0.7395899,0.8788959,0.728844,0.58448637,0.21948463,-1.0468459
0.92480844,0.7243775,0.82861847,0.6214412,0.9272838,0.12890173,-0.021488436
0.024859492,0.7380085,0.7792006,0.43027773,0.030246725,0.26268837,-0.14003712
0.555198,0.07401971,0.79428285,0.60967666,0.96801746,0.66607785,-0.016903145
0.6339751,0.06327155,0.2965525,0.40067297,0.5251793,0.61496544,-0.6956702
0.105897404,0.36111996,0.4065282,0.4536394,0.7807466,0.17175251,-0.13223794
0.1403396,0.5275967,0.11505489,0.9110039,0.47304475,0.49115375,-0.023260972
0.41911432,0.7626191,0.8305915,0.56385964,0.8159078,0.21376973,-1.7575296
0.9662319,0.33470783,0.64600646,0.100410946,0.88055885,0.93597275,-0.005348226
0.5960426,0.27511707,0.61271673,0.5237657,0.38167405,0.72413427,-0.9670603
0.9330232,0.7814483,0.24607804,0.95326024,0.7226322,0.17332867,-0.0044714953
0.8043609,0.24933685,0.6150361,0.100042865,0.998618,0.28971228,-0.0049258675
0.4673816,0.8208414,0.45455173,0.9711873,0.7571317,0.8530794,-0.0023486738
0.78476346,0.17713355,0.9952688,0.9876403,0.95687985,0.5571221,-0.00011655847
0.017836783,0.35947353,0.8630683,0.5607132,0.7366172,0.3559551,-0.055728797
0.109143995,0.4010756,0.52598286,0.33243874,0.32988694,0.59842086,-2.4229996
0.8294286,0.29951045,0.8084556,0.008634673,0.82715166,0.38948256,-0.0035646795
0.79681706,0.0033569138,0.164505,0.015505009,0.66634077,0.9114283,-0.032646336
0.23264074,0.23550926,0.1014005,0.3880954,0.033067975,0.8735408,-0.4806286
0.5307696,0.33765355,0.6306508,0.7830718,0.17243405,0.16038644,-0.13573004
0.6060158,0.3136249,0.72678584,0.9423735,0.261273,0.6774486,-0.18667242
0.86773896,0.7855555,0.053056438,0.1547783,0.74356383,0.8375879,-0.004612013
0.60310715,0.047367763,0.20096335,0.48775262,0.7971327,0.21124378,-0.009132452
0.41257158,0.3889487,0.537268,0.5017256,0.82688546,0.87150985,-0.10121778
0.37418404,0.037515454,0.0628166,0.38030338,0.067214735,0.41955742,-0.5152091
0.4258821,0.93064755,0.42405283,0.5399561,0.07215668,0.3077271,-1.1299126
0.65193105,0.7902094,0.48207977,0.92502224,0.29944322,0.9840613,-0.028956687
0.86749065,0.9821616,0.92180973,0.43852916,0.6812434,0.6880049,-0.0040908223
0.45389688,0.91016054,0.3156765,0.13777973,0.8421849,0.29050753,-0.18606292
0.24783957,0.31581277,0.16866848,0.66544956,0.86937565,0.5296902,-0.020746348
0.23666236,0.6915834,0.007508259,0.031374525,0.20751531,0.6434652,-0.37956697
0.7460143,0.30655408,0.12160811,0.9401153,0.7674153,0.7119382,-0.0004730819
0.8165688,0.8882112,0.750866,0.93988764,0.6407749,0.2093907,-0.030346032
0.10527808,0.41075286,0.44492188,0.092142604,0.92673004,0.6165997,-0.64664793
0.06655886,0.37588754,0.19872504,0.55088687,0.77286106,0.847262,-0.040521253
0.59443367,0.91406876,0.9330277,0.79739034,0.52862126,0.80365974,-0.015188979
0.14617324,0.8367403,0.7875383,0.46457848,0.7831943,0.2942741,-0.3691802
0.8246642,0.96641356,0.11436469,0.47877163,0.3082777,0.9701927,-0.029893957
0.31033468,0.06648809,0.26895735,0.9702,0.7861452,0.012588803,-0.0030836714
0.14387193,0.24333888,0.84944147,0.23050809,0.78116846,0.7790157,-0.18994193
0.9209705,0.30085775,0.6924317,0.5263102,0.8552086,0.31711164,-0.0017097767
0.16553172,0.42435205,0.9455452,0.11496816,0.24239606,0.9412053,-1.250652
0.2847201,0.47313005,0.076249436,0.30244014,0.8490008,0.8610566,-0.013431515
0.15361339,0.29147243,0.77541125,0.8509044,0.16905022,0.8811608,-0.81170267
0.115490064,0.7904504,0.07641142,0.71644866,0.7718996,0.25186756,-0.2891151
0.021148017,0.22324415,0.33666193,0.6120038,0.9299175,0.7964155,-0.077147916
0.05539541,0.6965173,0.75066876,0.11388856,0.035798114,0.33265314,-0.11832122
0.17464148,0.8517683,0.71101,0.85069853,0.6260126,0.4472084,-0.0694722
0.05338193,0.60369825,0.002117823,0.2981093,0.65959173,0.9043354,-0.07940529
0.5911438,0.35415894,0.20194294,0.53498286,0.8151429,0.7204534,-0.015253944
0.68071455,0.18789124,0.7785737,0.2334747,0.1028234,0.6405667,-0.7018481
0.39363045,0.13434619,0.12614751,0.5207366,0.9094307,0.1289734,-0.030408291
0.3179911,0.7441747,0.3263789,0.5621395,0.9937871,0.5382832,-0.100754224
0.50452626,0.469132,0.18388951,0.34046844,0.67210525,0.12351449,-0.35676208
0.87500495,0.04631955,0.11145454,0.50592166,0.42993298,0.075023785,-0.022884583
0.8511316,0.9838395,0.83662575,0.40605238,0.63501537,0.9465805,-0.008453954
0.04347506,0.6713032,0.061341744,0.6974954,0.054706115,0.5923987,-0.058061227
0.18149841,0.84418255,0.53604996,0.5438913,0.7530342,0.00614614,-1.2694529
0.23674487,0.43818867,0.6926705,0.8780761,0.06996659,0.46902877,-0.057397414
0.24938758,0.9554386,0.05759022,0.04964196,0.322591,0.286744,-0.09974408
0.5712327,0.19952501,0.6334268,0.026638659,0.13939872,0.15390967,-0.087252945
0.41626242,0.18513612,0.33406553,0.18854935,0.72604126,0.81912136,-0.20899297
0.04925412,0.8903347,0.8335452,0.11857658,0.59442824,0.15360896,-0.054048065
0.37361413,0.8917171,0.79765964,0.5258958,0.6992038,0.16635002,-2.362346
0.5237529,0.49901947,0.793905,0.20013405,0.06456613,0.23260705,-0.20380816
0.101671904,0.12578635,0.3986635,0.016048625,0.37040633,0.71244234,-1.6336586
0.83345854,0.30521646,0.8225482,0.28262207,0.40616965,0.19073148,-0.09253423
0.051961865,0.75415236,0.629982,0.509203,0.6023985,0.3213599,-0.2041244
0.9248419,0.8459919,0.37868357,0.71425515,0.1023307,0.90234625,-0.011522148
0.099113144,0.34765476,0.080669954,0.4383948,0.647237,0.56514156,-0.22812897
0.84357494,0.06123368,0.066818915,0.9627143,0.39469856,0.17300862,-0.0012059902
0.90265316,0.66572666,0.25140163,0.19945267,0.90591997,0.859903,-0.0005710348
0.9795707,0.73949707,0.29958466,0.514062,0.44980913,0.5121624,-0.05766896
0.80202585,0.4240147,0.92752826,0.25318372,0.102071576,0.8342278,-0.8802928
0.77947754,0.58309764,0.9999381,0.8066679,0.10340202,0.07874511,-0.08218482
0.6424833,0.9873715,0.14367385,0.18775846,0.2542956,0.16182166,-0.21356854
0.77899635,0.2449986,0.9427682,0.9616011,0.23981163,0.09181451,-0.0029267087
0.13455221,0.5729777,0.70654,0.7166065,0.79668623,0.48123592,-0.091483936
0.536068,0.6109604,0.49860817,0.5568651,0.72238857,0.38737902,-0.26796663
0.51422286,0.5491072,0.95468664,0.5323481,0.07667272,0.41600937,-0.2504266
0.85757214,0.86912954,0.7136932,0.36247024,0.85143405,0.36653936,-0.013723506
0.46279937,0.6050075,0.5936545,0.02102606,0.09613004,0.42414922,-0.23505576
0.3850895,0.50789005,0.20952676,0.91512376,0.78562784,0.38123372,-0.06039699
0.63956326,0.123015024,0.24444395,0.7949373,0.111617096,0.1596608,-0.015705919
0.2664633,0.7032092,0.91150177,0.13485809,0.37635833,0.5690829,-0.44918355
0.1397684,0.13210736,0.21503878,0.1220796,0.7509306,0.86916786,-0.1210481
0.47787726,0.026569894,0.032306015,0.30810067,0.253635,0.9940817,-0.80571914
0.41688937,0.48853117,0.2662271,0.7631394,0.11332994,0.11730829,-0.5891969
0.23256995,0.5724453,0.4805557,0.503165,0.78719527,0.4112345,-0.2934856
0.3675118,0.9990541,0.38196477,0.6542099,0.69097555,0.24109133,-1.4166518
0.36639246,0.71232677,0.935803,0.00619428,0.89126796,0.5669004,-0.023144841
0.32749557,0.8485903,0.41857404,0.92370456,0.6415525,0.3603654,-0.1947571
0.3794641,0.34638804,0.8890527,0.16568582,0.07395072,0.877754,-1.2477591
0.68574333,0.5089147,0.5946629,0.31890127,0.6386347,0.93520427,-0.12439692
0.29687646,0.974269,0.5241247,0.9471506,0.8225071,0.32508722,-0.18527946
0.9488579,0.41738856,0.16019563,0.7328935,0.08367854,0.35641754,-0.013953213
0.91634804,0.80729043,0.27103192,0.51106673,0.1356933,0.53496295,-0.05307433
0.48091042,0.5259891,0.86716676,0.862916,0.67756724,0.6355217,-0.020224998
0.3283612,0.22396185,0.77995723,0.061262306,0.79133046,0.752459,-0.25862607
0.5354348,0.58041865,0.44742337,0.076292835,0.35315108,0.10007124,-0.15493162
0.8485605,0.21806203,0.90902215,0.15516092,0.7352616,0.051092632,-0.0015932024
